design_name,true_mean,pred_mean,model,source_path
simple_spi,0.1999631524085998,0.1116328760981559,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
simple_spi,0.1999631524085998,0.1116739362478256,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_074\design_metrics.csv
ss_pcm,0.3101123214078446,0.1149918650276959,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\wns_cross_validation_best_epoch_per_design_summary.csv
ss_pcm,0.2219028174877166,0.5719742178916931,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
ss_pcm,0.2219028174877166,0.2419259250164032,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_074\design_metrics.csv
systemcdes,-0.0943221900612115,0.2858414020389318,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\wns_cross_validation_best_epoch_per_design_summary.csv
systemcdes,-0.2027876228094101,-0.5498852133750916,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
systemcdes,-0.2027876228094101,0.0304552055895328,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_074\design_metrics.csv
usb_phy,0.3537789998576045,0.2831463427593311,graph_model,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\data\wns_cross_validation_best_epoch_per_design_summary.csv
usb_phy,0.2538192272186279,0.3864309787750244,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
usb_phy,0.2538192272186279,0.1775916814804077,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_074\design_metrics.csv
