design_name,fold,target,design_rows,r2,mae,rmse,true_min,true_max,true_mean,pred_mean,mean_error,model,source_path
s9234,4,total_negative_slack_ns,288,0.9674535989761353,2.5096232891082764,3.078303813934326,-44.81858444213867,0.0,-12.493487358093262,-14.671031951904297,-2.177544593811035,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s9234a,3,total_negative_slack_ns,288,0.0646344423294067,10.789694786071776,16.58831214904785,-45.17364501953125,0.0,-12.543959617614746,-5.33403205871582,7.209928512573242,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s9234a,3,total_negative_slack_ns,288,0.9614197611808776,2.7880334854125977,3.368945360183716,-45.17364501953125,0.0,-12.543959617614746,-13.710636138916016,-1.1666771173477173,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s953,2,total_negative_slack_ns,288,-0.3135159015655517,3.352184295654297,4.25591516494751,-10.15001106262207,0.0,-2.2330358028411865,1.03920316696167,3.2722387313842773,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s953,2,total_negative_slack_ns,288,0.6265503168106079,1.7496275901794434,2.269296884536743,-10.15001106262207,0.0,-2.2330358028411865,-2.7524638175964355,-0.5194279551506042,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
s953a,1,total_negative_slack_ns,288,0.0364453792572021,2.750321388244629,3.6451334953308105,-10.15001106262207,0.0,-2.2330358028411865,0.2032182514667511,2.4362542629241943,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
s953a,1,total_negative_slack_ns,288,0.8759234547615051,1.0909472703933716,1.3080374002456665,-10.15001106262207,0.0,-2.2330358028411865,-3.237466096878052,-1.0044302940368652,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
sasc,5,total_negative_slack_ns,288,-1.3468976020812988,13.832794189453123,16.34356689453125,-29.25296974182129,0.0,-6.715629577636719,7.11716365814209,13.832794189453123,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
sasc,5,total_negative_slack_ns,288,0.9502421617507936,2.096078395843506,2.379745960235596,-29.25296974182129,0.0,-6.715629577636719,-7.875759601593018,-1.1601290702819824,mlp,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\mlp\run_073\design_metrics.csv
simple_spi,4,total_negative_slack_ns,288,-0.4542276859283447,8.17220401763916,14.578289985656738,-33.24667739868164,0.0,-7.457696914672852,0.7145076394081116,8.17220401763916,linear_regression,C:\Users\DeAndre\Documents\Spring 2026\nndl\final_project\PPA-Estimation-Project\modeling\results\linear_regression\run_068\design_metrics.csv
